record_id,db_source,author,year,title,doi,reviewer1,reviewer2,reviewer3,exclusion_reason
528,WoS,Bento,2022,Peach (Prunus Persica): Phytochemicals and Health Benefits,10.1080/87559129.2020.1837861,exclude,exclude,exclude,Review or non-original article
529,WoS,Francini-Pesenti,2019,Potential role of phytochemicals in metabolic syndrome prevention and therapy,10.2147/dmso.s214550,exclude,exclude,exclude,Review or non-original article
530,WoS,Quiñones-Muñoz,2022,"Nutraceutical Properties of Medicago sativa L., Agave spp., Zea mays L. and Avena sativa L.: A Review of Metabolites and Mechanisms",10.3390/metabo12090806,exclude,exclude,exclude,Review or non-original article
531,WoS,Ain,2023,Nutritional importance and industrial uses of pomegranate peel: A critical review,10.1002/fsn3.3320,exclude,exclude,exclude,Review or non-original article
532,WoS,Çebi,2024,Evaluation of α-glucosidase inhibitor activity and bioactive compounds in purple wheat flour yogurts,10.1016/j.ijbiomac.2024.135373,exclude,exclude,exclude,Animal or in vitro study
533,WoS,Sui,2025,"Dietary flavonoids may improve insulin resistance: NHANES, network pharmacological analyses and in vitro experiments",10.1371/journal.pone.0338100,exclude,exclude,exclude,Observational design
534,WoS,Lu,2025,Nitraria sibirica Pall.: A Halophytic Resource for Antioxidant-Rich Functional Foods and Ecological Resilience,10.3390/foods14091646,exclude,exclude,exclude,Review or non-original article
535,WoS,Hernandez-Bautista,2024,Microencapsulation of Hibiscus sabdariffa extract in taro starch: Determination of optimal conditions of bioactive compound retention using response surface methodology,10.1016/j.ijbiomac.2024.137145,exclude,exclude,exclude,Review or non-original article
536,WoS,Wankhade,2019,Sex-Specific Changes in Gut Microbiome Composition following Blueberry Consumption in C57BL/6J Mice,10.3390/nu11020313,exclude,exclude,exclude,Animal or in vitro study
537,WoS,Kamaruddin,2022,Vascular Protective Effect and Its Possible Mechanism of Action on Selected Active Phytocompounds: A Review,10.1155/2022/3311228,exclude,exclude,exclude,Review or non-original article
538,WoS,Mena,2014,"Flavan-3-ols, Anthocyanins, and Inflammation",10.1002/iub.1332,exclude,exclude,exclude,Review or non-original article
539,WoS,Irondi,2025,"Plant-based milk substitutes: sources, production, and nutritional, nutraceutical and sensory qualities",10.3389/frfst.2025.1593870,exclude,exclude,exclude,Review or non-original article
540,WoS,Amtaghri,2024,"A Comprehensive Overview of Hibiscus rosa-sinensis L.: Its Ethnobotanical Uses, Phytochemistry, Therapeutic Uses, Pharmacological Activities, and Toxicology",10.2174/1871530323666230522113405,exclude,exclude,exclude,Review or non-original article
541,WoS,de Oliveira,2010,Effects of an Extract Obtained From Fruits of Euterpe oleracea Mart. in the Components of Metabolic Syndrome Induced in C57BL/6J Mice Fed a High-fat Diet,10.1097/fjc.0b013e3181f78da4,exclude,exclude,exclude,Animal or in vitro study
542,WoS,Di Lorenzo,2021,Polyphenols and Human Health: The Role of Bioavailability,10.3390/nu13010273,exclude,exclude,exclude,Review or non-original article
543,WoS,Arshad,2025,"Nutritional, Pharmacological and Industrial Applications of Mangosteen and Passion Fruit: A Review",10.1002/fsn3.70574,exclude,exclude,exclude,Review or non-original article
544,WoS,Zhang,2022,Integrative Analysis of Metabolome and Transcriptome Reveals the Mechanism of Flavonoid Biosynthesis in Lithocarpus polystachyus Rehd,10.1021/acsomega.2c01125,exclude,exclude,exclude,Other reason not meeting eligibility criteria
545,WoS,Krikorian,2010,Concord grape juice supplementation improves memory function in older adults with mild cognitive impairment,10.1017/s0007114509992364,exclude,exclude,exclude,Other reason not meeting eligibility criteria
546,WoS,Xue,2025,"Research progress in extraction, purification, structure of fruit and vegetable polysaccharides and their interaction with anthocyanins/starch",10.1080/10408398.2023.2291187,exclude,exclude,exclude,Review or non-original article
547,WoS,Liu,2015,Blueberry Anthocyanins-Enriched Extracts Attenuate Cyclophosphamide-Induced Cardiac Injury,10.1371/journal.pone.0127813,exclude,exclude,exclude,Animal or in vitro study
548,WoS,Sidor,2019,Black chokeberry (Aronia melanocarpa) and its products as potential health-promoting factors - An overview,10.1016/j.tifs.2019.05.006,exclude,exclude,exclude,Review or non-original article
549,WoS,Sánchez-Nuño,2024,Bioactive Compounds from Pigmented Corn (Zea mays L.) and Their Effect on Health,10.3390/biom14030338,exclude,exclude,exclude,Review or non-original article
550,WoS,Bucchini,2016,Cocomerina pear: an old and rare fruit with red pulp. Analysis of phenolic content and antioxidant/anti-inflammatory capacity,10.1080/19476337.2016.1147084,exclude,exclude,exclude,Animal or in vitro study
551,WoS,Jiménez-Ferrer,2012,Diuretic Effect of Compounds from Hibiscus sabdariffa by Modulation of the Aldosterone Activity,10.1055/s-0032-1327864,exclude,exclude,exclude,Animal or in vitro study
552,WoS,Keylani,2023,Endoplasmic reticulum as a target in cardiovascular diseases: Is there a role for flavonoids?,10.3389/fphar.2022.1027633,exclude,exclude,exclude,Review or non-original article
553,WoS,Oumeddour,2024,Recent advances on cyanidin-3-O-glucoside in preventing obesity-related metabolic disorders: A comprehensive review,10.1016/j.bbrc.2024.150344,exclude,exclude,exclude,Review or non-original article
554,WoS,Du,2018,Fermentation alters the bioaccessible phenolic compounds and increases the alpha-glucosidase inhibitory effects of aronia juice in a dairy matrix following in vitro digestion,10.1039/c8fo00250a,exclude,exclude,exclude,Animal or in vitro study
555,WoS,Salamon,2021,Antiproliferative and Antimicrobial Activity of Anthocyanins from Berry Fruits after Their Isolation and Freeze-Drying,10.3390/app11052096,exclude,exclude,exclude,Animal or in vitro study
556,WoS,Dayar,2020,Beneficial Effects of Cornelian Cherries on Lipid Profile and NO/ROS Balance in Obese Zucker Rats: Comparison with CoQ10,10.3390/molecules25081922,exclude,exclude,exclude,Animal or in vitro study
557,WoS,Sanlier,2024,Are the Effects of Bioactive Components on Human Health a Myth?: Black Elderberry (Sambucus nigra L.) from Exotic Fruits,10.1007/s13668-024-00572-6,exclude,exclude,exclude,Review or non-original article
558,WoS,Rahbardar,2023,A review of how the saffron (Crocus sativus) petal and its main constituents interact with the Nrf2 and NF-κB signaling pathways,10.1007/s00210-023-02487-5,exclude,exclude,exclude,Review or non-original article
559,WoS,Ding,2025,Loganic acid ameliorates diabetic cardiomyopathy via suppressing TLR4/p38 MAPK signaling-mediated oxidative stress and inflammation,10.3164/jcbn.25-91,exclude,exclude,exclude,Animal or in vitro study
560,WoS,Dabeek,2019,Characterization and Quantification of Major Flavonol Glycosides in Ramps (Allium tricoccum),10.3390/molecules24183281,exclude,exclude,exclude,Review or non-original article
561,WoS,Suganya,2022,Phytochemical constituents and antioxidant activity of fresh and cooked Tamarillo-an indigenous fruit-using different drying methods,,exclude,exclude,exclude,Review or non-original article
562,WoS,Domitrovic,2011,The Molecular Basis for the Pharmacological Activity of Anthocyans,10.2174/092986711797287601,exclude,exclude,exclude,Review or non-original article
563,WoS,Poudyal,2010,"Comparison of purple carrot juice and β-carotene in a high-carbohydrate, high-fat diet-fed rat model of the metabolic syndrome",10.1017/s0007114510002308,exclude,exclude,exclude,Animal or in vitro study
564,WoS,Landberg,2011,Selected Dietary Flavonoids are Associated with Markers off Inflammation and Endothelial Dysfunction in U.S. Women,10.3945/jn.110.133843,exclude,exclude,exclude,Observational design
565,WoS,Piovarciová,2026,"FLAXSEED, SEA BUCKTHORN AND CORNELIAN CHERRY IN TYPE 2 DIABETES: GUT MICROBIOTA AND METABOLIC BENEFITS-A NARRATIVE REVIEW",10.55251/jmbfs.14039,exclude,exclude,exclude,Review or non-original article
566,WoS,Wu,2025,Efficacy and safety of dietary polyphenol supplements for COPD: a systematic review and meta-analysis,10.3389/fimmu.2025.1617694,exclude,exclude,exclude,Review or non-original article
567,WoS,Milutinovic,2020,Antispasmodic effects of black chokeberry (Aronia melanocarpa (Michx.) Elliott) extracts and juice and their potential use in gastrointestinal disorders,10.3233/jbr-190435,exclude,exclude,exclude,Animal or in vitro study
568,WoS,Parzonko,2016,Cardioprotective Effects of Aronia melanocarpa Anthocyanins. From Laboratory Experiments to Clinical Practice,10.2174/1381612822666151112152143,exclude,exclude,exclude,Review or non-original article
569,WoS,Fathi,2019,Pomological and phytochemical diversity in Iranian populations of Caucasian whortleberry (Vaccinum arctostaphylos L.),10.1016/j.scienta.2018.08.013,exclude,exclude,exclude,Review or non-original article
570,WoS,Aalim,2025,"Systematic review of the digestive fate of rice phenolic compounds: Insights into bioavailability, influencing factors, encapsulation strategies, and health implications",10.1016/j.tifs.2024.104833,exclude,exclude,exclude,Review or non-original article
571,WoS,Ohguro,2012,"Two-Year Randomized, Placebo-Controlled Study of Black Currant Anthocyanins on Visual Field in Glaucoma",10.1159/000335961,exclude,exclude,exclude,Other reason not meeting eligibility criteria
572,WoS,Salami,2020,Suitability of Roselle-Hibiscus sabdariffa L. as Raw Material for Soft Drink Production,10.1155/2020/8864142,exclude,exclude,exclude,Review or non-original article
573,WoS,Anushya,2022,"Pharmacological, phytochemical screening and evaluation of in vitro anticancer potential of traditional medicinal plant Morinda umbellata L. leaf extracts on human breast carcinoma MCF - 7 cell line",,exclude,exclude,exclude,Animal or in vitro study
574,WoS,de Pascual-Teresa,2010,Flavanols and Anthocyanins in Cardiovascular Health: A Review of Current Evidence,10.3390/ijms11041679,exclude,exclude,exclude,Review or non-original article
575,WoS,de Santana,2022,'Pera' Orange and 'Moro' Blood Orange Juice Improves Oxidative Stress and Inflammatory Response Biomarkers and Modulates the Gut Microbiota of Individuals with Insulin Resistance and Different Obesity Classes,10.3390/obesities2040033,exclude,exclude,exclude,Other reason not meeting eligibility criteria
576,WoS,Legua,2012,"EVALUATION OF SPANISH POMEGRANATE JUICES: ORGANIC ACIDS, SUGARS, AND ANTHOCYANINS",10.1080/10942912.2010.491931,exclude,exclude,exclude,Review or non-original article
577,WoS,Jamar,2020,Effects of the jucara fruit supplementation on metabolic parameters in individuals with obesity: a double-blind randomized controlled trial,10.1016/j.jnutbio.2020.108430,include,include,include,
578,WoS,Go,2024,Functional Activities and Mechanisms of Aronia melanocarpa in Our Health,10.3390/cimb46080477,exclude,exclude,exclude,Review or non-original article
579,WoS,Kulling,2008,Chokeberry (Aronia melanocarpa) - A Review on the Characteristic Components and Potential Health Effects,10.1055/s-0028-1088306,exclude,exclude,exclude,Review or non-original article
580,WoS,Peng,2015,"Effects of light on growth, levels of anthocyanin, concentration of metabolites in Fagopyrum tataricum sprout cultures",10.1111/ijfs.12780,exclude,exclude,exclude,Review or non-original article
581,WoS,Zhou,2023,Dietary Flavonoid Intake and Cancer Mortality: A Population-Based Cohort Study,10.3390/nu15040976,exclude,exclude,exclude,Other reason not meeting eligibility criteria
582,WoS,Kiadehi,2025,The Effect of Anthocyanin Supplementation on Pro-Inflammatory Biomarkers in Patients With Metabolic Disorders: A Grade-Assessed Systematic Review and Meta-Analysis,10.1016/j.curtheres.2024.100772,include,include,include,
583,WoS,Miller,2019,Bioactive Compounds of Strawberry and Blueberry and Their Potential Health Effects Based on Human Intervention Studies: A Brief Overview,10.3390/nu11071510,exclude,exclude,exclude,Review or non-original article
584,WoS,Sandu-Balan,2024,Walnut By-Products and Elderberry Extracts-Sustainable Alternatives for Human and Plant Health,10.3390/molecules29020498,exclude,exclude,exclude,Animal or in vitro study
585,WoS,Muñoz-Fonseca,2025,"Agromorphological Characterization of Passiflora edulis f. flavicarpa Degener in Miraflores, Colombia",10.1155/ioa/3277821,exclude,exclude,exclude,Review or non-original article
586,WoS,Habanova,2025,Short-Term Supplementation with 100% Bilberry Products and Its Effects on Body Composition and Lipid Profile in Overweight/Obese Women,10.3390/metabo15040218,include,include,include,
587,WoS,Xie,2024,Proanthocyanidin offers protection against diabetic nephropathy: elucidation of its mechanism of action using animal models,10.1080/13880209.2024.2409772,exclude,exclude,exclude,Animal or in vitro study
588,WoS,Peluso,2006,"Flavonoids attenuate cardiovascular disease, inhibit phosphodiesterase, and modulate lipid homeostasis in adipose tissue and liver",10.1177/153537020623100802,exclude,exclude,exclude,Review or non-original article
589,WoS,Balthazar,2022,"The future of functional food: Emerging technologies application on prebiotics, probiotics and postbiotics",10.1111/1541-4337.12962,exclude,exclude,exclude,Review or non-original article
590,WoS,Niewinna,2025,"Polyphenols, Polysaccharides, and Their Complexes from Aronia melanocarpa in the Chemoprevention of Colorectal Cancer",10.3390/molecules31010010,exclude,exclude,exclude,Review or non-original article
591,WoS,Slama,2024,"Borago Officinalis L.: A Review Oon Extraction, Phytochemical, and Pharmacological Activities",10.1002/cbdv.202301822,exclude,exclude,exclude,Review or non-original article
592,WoS,Mykhailenko,2019,Biologically active compounds and pharmacological activities of species of the genus Crocus: A review,10.1016/j.phytochem.2019.02.004,exclude,exclude,exclude,Review or non-original article
593,WoS,Durazzo,2019,"Polyphenols: A concise overview on the chemistry, occurrence, and human health",10.1002/ptr.6419,exclude,exclude,exclude,Review or non-original article
594,WoS,Feliciano,2016,Plasma and Urinary Phenolic Profiles after Acute and Repetitive Intake of Wild Blueberry,10.3390/molecules21091120,exclude,exclude,exclude,Review or non-original article
